-1.166276069849984e-06,8.20151148758859e-07
-1.0828893024509188e-06,8.187946897715728e-07
-1.1475690022300783e-06,8.198469040051976e-07
-1.0801137388331784e-06,8.187494693623602e-07
-1.1090835971752107e-06,8.192208013133141e-07
-1.0733063375634029e-06,8.186386910353535e-07
-1.0800523662422942e-06,8.187484990134339e-07
-1.1437669074304046e-06,8.197860553989614e-07
-1.0437534686608878e-06,8.181568099897864e-07
-1.0279025183676146e-06,8.178985016706653e-07
-9.61301421675735e-07,8.168129179453486e-07
-1.0238894303997795e-06,8.178333213743145e-07
-9.318910038523486e-07,8.163333721111309e-07
-9.179898014072774e-07,8.161067178275464e-07
-8.704503431732284e-07,8.153316567873674e-07
-9.339661258773536e-07,8.163671170728271e-07
-8.546374479600075e-07,8.150739189729885e-07
-9.220768361479229e-07,8.161732576601395e-07
-9.407792165219623e-07,8.164781274980193e-07
-1.0053396867277403e-06,8.175305350197316e-07
-9.233797959797905e-07,8.161944278699109e-07
-9.89183395609737e-07,8.172672117174526e-07
-1.0046641442007638e-06,8.175196065874434e-07
-1.0702252426936008e-06,8.185885649202791e-07
-9.817995235261279e-07,8.171467330056214e-07
-1.0429329120751762e-06,8.18143597160076e-07
-1.0530972879918914e-06,8.183093455483066e-07
-1.1196532551409516e-06,8.193946877205329e-07
-1.0243943441772803e-06,8.178412409528924e-07
-1.0811247211402372e-06,8.187664075871997e-07
-1.14795618866072e-06,8.198563381189224e-07
-1.0699096631138335e-06,8.185834888939041e-07
-1.0503299341007265e-06,8.182641618998245e-07
-1.0061739328666772e-06,8.175440057737695e-07
-1.069372983433396e-06,8.185747607565977e-07
0.0017972811940060707,-2.851339326495387e-05
0.003596737494360746,-5.786488022491992e-05
0.005379738460382569,-8.694055192407177e-05
0.0073792675677853015,-0.00011953887465488569
0.009174912837015466,-0.00014880578389638043
0.010971145579000934,-0.0001780747704958135
0.012750589563390657,-0.0002070602871505617
0.01475011555546306,-0.00023961961083296925
0.016542742442384597,-0.0002688027680550629
0.018335573173318506,-0.00029798212244100413
0.020111330907133348,-0.00032687098398126403
0.022110854025836398,-0.00035938595576495995
0.023900435615593067,-0.0003884705016797866
0.025689859517944932,-0.0004175359958905299
0.027689392470452507,-0.0004499867280735076
0.029491493235112725,-0.00047920847325697534
0.03129498486322563,-0.0005084260174694725
0.033082314940234746,-0.0005373552211911585
0.035081854345617704,-0.0005696761927142167
0.03688112286050232,-0.0005987212591944659
0.038681434650166956,-0.0006277389270117295
0.040468772347438994,-0.0006565035555712478
0.042468320401499705,-0.0006886109171973416
0.04426473055940447,-0.0007173913076948515
0.04606655569593674,-0.0007461866333134125
0.047859680254952665,-0.0007747714415958458
0.04985923465826351,-0.0008065422686249214
0.05165995031254248,-0.0008350594230335174
0.053465678835510795,-0.0008635430987429647
0.05527003295246445,-0.0008918923152825901
0.057269605136659324,-0.0009231188602660849
0.05909311820089162,-0.0009514228229860232
0.060923843256240194,-0.0009796337897329073
0.06292343669034837,-0.0010102231304157977
0.06477493841785578,-0.0010382760065461166
0.06663455924047862,-0.0010661797211675885
0.06849895983339928,-0.0010938515548267699
0.07049860377053563,-0.001123205075889953
0.07238435964987615,-0.0011505401459475882
0.07427832102931667,-0.001177646007122388
0.07617803050051727,-0.0012044640002904002
0.07817771672365827,-0.001232303744319902
